square_id,split,model,n,mae,rmse,mape,mape_excluding_small,n_small_denominators,smape,wape,r2,mase,bias,inference_wall_s,inference_ms_per_step,n_params
5161,stress,persistence,1440,68.87830164167616,107.60637968592121,12.35794808751217,12.35794808751217,0,12.144936888753112,7.615955340424825,0.9905472519597508,0.1982717343020043,0.057120492723253036,0.0,0.0,0
5161,stress,seasonal_naive,1440,439.88176143169403,734.5742872251425,79.1939635827553,79.1939635827553,0,46.24937044995656,48.63824702820683,0.55949231804611,1.2662350500540023,126.02558943695492,0.0,0.0,0
4159,stress,persistence,1440,10.118433380126953,13.3046604371386,9.561652016890175,9.561652016890175,0,9.501140136455817,9.34496601940373,0.8777700634116535,0.12366444103646798,0.012969356113009983,0.0,0.0,0
4159,stress,seasonal_naive,1440,30.833947120772468,41.728828631259596,27.85920443594931,27.85920443594931,0,25.733167569762973,28.47695658634607,-0.2023817733183113,0.37684320214306705,4.339883038732741,0.0,0.0,0
4556,stress,persistence,1440,23.13225181367662,31.939867938893602,8.954296526028974,8.954296526028974,0,8.884871630149437,8.667722404335743,0.9110158441049959,0.20602596015233748,0.07467051612006294,0.0,0.0,0
4556,stress,seasonal_naive,1440,56.59863023757934,77.43065362248832,22.47501406221819,22.47501406221819,0,21.067701060005163,21.20767227144448,0.4770353862447214,0.5040921753717953,11.583940855662028,0.0,0.0,0
