square_id,split,model,n,mae,rmse,mape,mape_excluding_small,n_small_denominators,smape,wape,r2,mase,bias,inference_wall_s,inference_ms_per_step,n_params
4556,stress,persistence,1440,23.13225181367662,31.939867938893602,8.954296526028974,8.954296526028974,0,8.884871630149437,8.667722404335743,0.9110158441049959,0.20602596015233748,0.07467051612006294,0.0,0.0,0
4556,stress,seasonal_naive,1440,56.59863023757934,77.43065362248832,22.47501406221819,22.47501406221819,0,21.067701060005163,21.20767227144448,0.4770353862447214,0.5040921753717953,11.583940855662028,0.0,0.0,0
