square_id,split,model,n,mae,rmse,mape,mape_excluding_small,n_small_denominators,smape,wape,r2,mase,bias,inference_wall_s,inference_ms_per_step,n_params
5161,stress,persistence,1440,68.87830164167616,107.60637968592121,12.35794808751217,12.35794808751217,0,12.144936888753112,7.615955340424825,0.9905472519597508,0.1982717343020043,0.057120492723253036,0.0,0.0,0
5161,stress,seasonal_naive,1440,439.88176143169403,734.5742872251425,79.1939635827553,79.1939635827553,0,46.24937044995656,48.63824702820683,0.55949231804611,1.2662350500540023,126.02558943695492,0.0,0.0,0
